Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude
"Berteaucourt-les-Dames,Hauts-de-France,Somme,Ancienne eglise abbatiale; actuellement eglise paroissiale,4e quart 11e siecle;1er quart 12e siecle,50.0491427681, 2.15981245327"
Vaudricourt,Hauts-de-France,Somme,Chateau de Poireauville,15e siecle,50.1220077072, 1.54567737619
Amiens,Hauts-de-France,Somme,Maison Jules Verne,2e moitie 19e siecle,49.8878159703, 2.30178144315
Namps-Maisnil,Hauts-de-France,Somme,Chateau de Namps-au-Mont,2e moitie 18e siecle,49.8142199109, 2.11435643077
"Albert,Hauts-de-France,Somme,Propriete du constructeur d'avions Henry Potez; dite Domaine du Vivier,2e quart 20e siecle,50.002491, 2.653296"
Cagny,Hauts-de-France,Somme,Gisement prehistorique,Paleolithique moyen,49.8574520548, 2.33994510821
Villers-Carbonnel,Hauts-de-France,Somme,Restes du chateau d'Happlaincourt,13e siecle,49.871635155, 2.92054558874
"Amiens,Hauts-de-France,Somme,Piscine Leon Pille dite Â«Â&nbsp;La CheminoteÂ&nbsp;Â»,2e moitie 20e siecle,49.8880017928, 2.32795633489"
Doullens,Hauts-de-France,Somme,Ancienne eglise Saint-Pierre,13e siecle,50.1555108076, 2.34328978063
"Saint-Maxent,Hauts-de-France,Somme,Eglise Saint-Vincent,11e siecle;12e siecle;15e siecle;16e siecle;3e quart 19e siecle,50.0059397819, 1.73000119407"
Essertaux,Hauts-de-France,Somme,Chateau d'Essertaux,18e siecle,49.7412233793, 2.2379584661
"Fontaine-sur-Somme,Hauts-de-France,Somme,Eglise Saint-Riquier,15e siecle;17e siecle,50.0289210824, 1.93818454394"
Amiens,Hauts-de-France,Somme,Ensemble architectural,3e quart 20e siecle,49.8908463474, 2.30841155368
"Roye,Hauts-de-France,Somme,Eglise Saint-Pierre,15e siecle;16e siecle;2e quart 20e siecle,49.6982509535, 2.79131422538"
Flaucourt,Hauts-de-France,Somme,Monument allemand,1er quart 20e siecle,49.91228039, 2.86712950332
Loeuilly,Hauts-de-France,Somme,Demeure et parc de chasse,4e quart 19e siecle,49.766842025, 2.18040875154
Maisnieres,Hauts-de-France,Somme,Moulin de Visse,2e quart 19e siecle,50.0130473573, 1.60794445197
Amiens,Hauts-de-France,Somme,Cathedrale Notre-Dame,13e siecle,49.8945270057, 2.30218133594
"Bertangles,Hauts-de-France,Somme,Chateau de Clermont-Tonnerre (egalement sur commune de Poulainville),15e siecle;17e siecle;18e siecle,49.978894314, 2.2993881646"
"Amiens,Hauts-de-France,Somme,Ancien grand seminaire,18e siecle;19e siecle,49.8881953072, 2.31238671158"
Abbeville,Hauts-de-France,Somme,Gare,3e quart 19e siecle,50.1021976095, 1.82433207828
Flixecourt,Hauts-de-France,Somme,Chateau de Flixecourt,4e quart 19e siecle,50.0181902429, 2.0720242756
"Domqueur,Hauts-de-France,Somme,Presbytere,17e siecle;18e siecle,50.113960814, 2.04820615255"
"Fremontiers,Hauts-de-France,Somme,Eglise Saint-Pierre,4e quart 15e siecle;1er quart 16e siecle,49.7589509563, 2.07402387107"
"Bettencourt-Riviere,Hauts-de-France,Somme,Eglise Notre-Dame-de-Riviere,11e siecle;12e siecle;15e siecle,49.9929757183, 1.98349057185"
"Amiens,Hauts-de-France,Somme,Citadelle,4e quart 14e siecle;2e quart 16e siecle;1er quart 17e siecle,49.9035674133, 2.29952071108"
Amiens,Hauts-de-France,Somme,Theatre,4e quart 18e siecle,49.8924642105, 2.2999576343
"Saint-Valery-sur-Somme,Hauts-de-France,Somme,Ancienne abbaye Saint-Valery,13e siecle;16e siecle;17e siecle;18e siecle,50.1864976436, 1.62293919537"
Long,Hauts-de-France,Somme,Ancienne usine hydro-electrique,1er quart 20e siecle,50.0353264206, 1.98326379098
Saint-Riquier,Hauts-de-France,Somme,Ancien chateau,14e siecle,50.1299489275, 1.93451574566
L'Etoile,Hauts-de-France,Somme,Oppidum dit Camp Cesar,Antiquite,50.0265979469, 2.03412881827
"Long,Hauts-de-France,Somme,Chateau de Long,18e siecle;1er quart 19e siecle,50.0359330713, 1.98638453485"
Hornoy-le-Bourg,Hauts-de-France,Somme,Chateau de Selincourt,18e siecle,49.8757715658, 1.89653488358
Abbeville,Hauts-de-France,Somme,Bains-Douches,1er quart 20e siecle,50.1083444393, 1.83076306217
"Abbeville,Hauts-de-France,Somme,Abbaye Notre-Dame de Willencourt,2e moitie 17e siecle;18e siecle,50.1113296882, 1.829370931"
"Moreuil,Hauts-de-France,Somme,Eglise Saint-Vast,19e siecle;2e quart 20e siecle,49.7716842743, 2.48398051314"
Creuse,Hauts-de-France,Somme,Chateau de Creuse,1er quart 18e siecle,49.8393594109, 2.16419900537
Neuville-Coppegueule,Hauts-de-France,Somme,Manoir,17e siecle,49.8468332201, 1.75602254176
"Grivesnes,Hauts-de-France,Somme,Eglise Saint-Agnan,19e siecle;1er quart 20e siecle,49.6901867657, 2.4697177301"
"Abbeville,Hauts-de-France,Somme,Eglise Saint-Gilles,15e siecle;16e siecle,50.101172476, 1.839836369"
"Bernay-en-Ponthieu,Hauts-de-France,Somme,Ancienne Maison de la Poste,15e siecle;16e siecle,50.2699380473, 1.74352319923"
"Bouchon,Hauts-de-France,Somme,Eglise Saint-Pierre,12e siecle;1er quart 18e siecle,50.0359795633, 2.02794650665"
Rue,Hauts-de-France,Somme,Chateau du Broutel,18e siecle,50.2655638336, 1.67729648429
"Guyencourt-sur-Noye,Hauts-de-France,Somme,Chateau et ferme,milieu 18e siecle;19e siecle,49.7816544527, 2.36960785344"
Thiepval,Hauts-de-France,Somme,Tour d'Ulster,20e siecle,50.0612448151, 2.68038443011
"Vauchelles-les-Domart,Hauts-de-France,Somme,Chateau de Vauchelles,16e siecle;18e siecle,50.0528632039, 2.05532213263"
Abbeville,Hauts-de-France,Somme,Theatre municipal,limite 19e siecle 20e siecle,50.1069560432, 1.84040796589
"Saint-Riquier,Hauts-de-France,Somme,Hospice,17e siecle;18e siecle,50.1354029669, 1.94595580673"
Lancheres,Hauts-de-France,Somme,Ruines du chateau de Pourtricourt,15e siecle,50.1469267295, 1.53244624801
Amiens,Hauts-de-France,Somme,Ancienne caserne Stengel,3e quart 18e siecle,49.8938050212, 2.29068801362
Remiencourt,Hauts-de-France,Somme,Chateau de Boufflers,18e siecle,49.7862709826, 2.38339675632
Beauval,Hauts-de-France,Somme,Ancienne usine Saint-Freres,19e siecle,50.099926, 2.323845
Regniere-Ecluse,Hauts-de-France,Somme,Eglise Saint-Martin,1er quart 16e siecle,50.2791418772, 1.76868257824
"Tilloloy,Hauts-de-France,Somme,Domaine de Tilloloy (egalement sur commune de Laucourt),2e quart 17e siecle;3e quart 18e siecle;19e siecle;2e quart 20e siecle,49.6456566302, 2.73806325162"
Bouchavesnes-Bergen,Hauts-de-France,Somme,Chapelle du Souvenir francais,20e siecle,49.9977654043, 2.91095153007
Rue,Hauts-de-France,Somme,Batiments adjacents au beffroi,19e siecle,50.276753, 1.667614
"Foucaucourt-Hors-Nesle,Hauts-de-France,Somme,Domaine du chateau,16e siecle;17e siecle;18e siecle,49.9127252469, 1.72237049527"
"Amiens,Hauts-de-France,Somme,Cimetiere de la Madeleine,19e siecle;20e siecle,49.9140471292, 2.28368672049"
"Regniere-Ecluse,Hauts-de-France,Somme,Ancien domaine du comte d'Hinnisdal (egalement sur communes de Vron et Machy),3e quart 16e siecle;19e siecle,50.2928920894, 1.76870587513"
Equennes-Eramecourt,Hauts-de-France,Somme,Eglise d'Equennes,4e quart 19e siecle,49.7343438113, 1.95965635668
"Flixecourt,Hauts-de-France,Somme,Usine Saint-Freres (egalement sur commune de Ville-le-Marclet),2e moitie 19e siecle;1er quart 20e siecle,50.0192913915, 2.07863418457"
"Querrieu,Hauts-de-France,Somme,Chateau de Querrieu (egalement sur commune de Pont-Noyelles),17e siecle;1ere moitie 19e siecle,49.9408606738, 2.43500483466"
"Amiens,Hauts-de-France,Somme,Immeuble du Courrier Picard et vestiges du Couvent de la Visitation,17e siecle;1e moitie 20e siecle,49.891434, 2.2968"
Amiens,Hauts-de-France,Somme,Musee de Picardie,2e moitie 19e siecle,49.8906230741, 2.29513167413
Amiens,Hauts-de-France,Somme,Ecole du Sacre-Coeur,3e quart 19e siecle,49.8931943888, 2.30585783474
Crouy-Saint-Pierre,Hauts-de-France,Somme,Ancienne abbaye du Gard,18e siecle,49.9611023115, 2.10911074799
Albert,Hauts-de-France,Somme,Jardin public,1ere moitie 20e siecle,50.0019515127, 2.64671055212
"Canaples,Hauts-de-France,Somme,Chateau de Canaples,4e quart 19e siecle;1er quart 20e siecle,50.0508404877, 2.21442736342"
"Oissy,Hauts-de-France,Somme,Domaine du chateau,4e quart 17e siecle;1ere moitie 18e siecle,49.9035450257, 2.04567237917"
"Ault,Hauts-de-France,Somme,Petit casino d'Onival,4e quart 19e siecle;1ere moitie 20e siecle,50.1076147368, 1.4539309561"
Conty,Hauts-de-France,Somme,Eglise Saint-Vaast de Wailly,milieu 18e siecle,49.7679231285, 2.1552508275
Saint-Riquier,Hauts-de-France,Somme,musee departemental de la vie rurale,21e siecle,50.132403,1.946543
Peronne,Hauts-de-France,Somme,musee-historial de la Grande Guerre,21e siecle,49.93003,2.9319
Abbeville,Hauts-de-France,Somme,musee Boucher de Perthes,21e siecle,50.10712,1.833193
Doullens,Hauts-de-France,Somme,Musee Lombart,21e siecle,50.157436,2.343267
Amiens,Hauts-de-France,Somme,Musee de Picardie,21e siecle,49.890413,2.295968
Amiens,Hauts-de-France,Somme,musee d'histoire naturelle,21e siecle,49.89079127287645,2.2962542880135013
Peronne,Hauts-de-France,Somme,musee Danicourt,21e siecle,49.93027,2.9357
"Watten,Hauts-de-France,Nord,Moulin à&nbsp; vent dit Moulin de la Montagne,18e siecle,50.828424502, 2.21782770703"
"Douai,Hauts-de-France,Nord,Theatre municipal,4e quart 18e siecle;19e siecle,50.3660923445, 3.07889531768"
"Quesnoy(Le),Hauts-de-France,Nord,Ancien chateau comtal,12e siecle;17e siecle;18e siecle,50.250809, 3.622485"
Lille,Hauts-de-France,Nord,Chambre de Commerce et d'Industrie,20e siecle,50.637511, 3.064445
"Wormhout,Hauts-de-France,Nord,Moulin à&nbsp; vent dit Moulin de Riele ou Moulin Deschodt,3e quart 18e siecle,50.8441782233, 2.4788969679"
Arneke,Hauts-de-France,Nord,Motte feodale avec fosses,Moyen Age,50.8329530291, 2.39972859195
Dunkerque,Hauts-de-France,Nord,Propriete (vestiges de L'excentric Moulins),2e quart 20e siecle,51.0381816739, 2.39246958864
Fresnes-sur-Escaut,Hauts-de-France,Nord,Anciens bureaux de la compagnie de mines de Thivencelles et Fresnes-Midi,1er quart 20e siecle,50.4318169517, 3.57863032087
Wallers,Hauts-de-France,Nord,Ancien site minier de Wallers-Arenberg,20e siecle,50.3848760095, 3.42482926716
"Bondues,Hauts-de-France,Nord,Chateau du Vert-Bois,18e siecle;19e siecle,50.7120217314, 3.1151653543"
Watten,Hauts-de-France,Nord,Abbaye,Moyen Age,50.8285193587, 2.22143417518
"Lallaing,Hauts-de-France,Nord,Borne au Queviron; sise au Marais-des-Six-Villes,4e quart 13e siecle,50.3892026653, 3.18791020514"
Lederzeele,Hauts-de-France,Nord,Motte feodale,Moyen Age,50.8252414907, 2.30434864321
Hallennes-lez-Haubourdin,Hauts-de-France,Nord,Ferme de Fromez,17e siecle,50.6054527859, 2.96936906034
"Neuville-en-Avesnois,Hauts-de-France,Nord,Eglise Sainte-Elisabeth,16e siecle;17e siecle;18e siecle;19e siecle,50.1982369188, 3.58052950337"
Wambrechies,Hauts-de-France,Nord,Pharmacie,1er quart 20e siecle,50.6868381902, 3.05258980883
"Lille,Hauts-de-France,Nord,Hospice Comtesse,2e moitie 15e siecle;2e moitie 17e siecle;1ere moitie 18e siecle,50.6411247887, 3.0628157827"
Wallon-Cappel,Hauts-de-France,Nord,Base de lancement de V 1 du Bois des Huit Rues (egalement sur commune de Morbecque),2e quart 20e siecle,50.7101361369, 2.49136645224
Villeneuve-d'Ascq,Hauts-de-France,Nord,Musee d'Art moderne,4e quart 20e siecle,50.6375886462, 3.15114711284
Bouchain,Hauts-de-France,Nord,Poudriere,17e siecle,50.284618119, 3.31830671619
Dunkerque,Hauts-de-France,Nord,Tour du Leughenaer,2e moitie 16e siecle,51.0401553869, 2.37856833092
Lille,Hauts-de-France,Nord,Immeubles,17e siecle,50.6360165278, 3.06391808162
Verlinghem,Hauts-de-France,Nord,Fontaine Saint-Chrysole,Moyen Age,50.6835580913, 2.99535866337
Villeneuve-d'Ascq,Hauts-de-France,Nord,Ancien carmel,3e quart 20e siecle,50.6258507559, 3.16866629346
Lille,Hauts-de-France,Nord,Palais Rameau,2e moitie 19e siecle,50.635096, 3.04964
Rubrouck,Hauts-de-France,Nord,Motte feodale,Moyen Age,50.8400936721, 2.35391794503
"Lallaing,Hauts-de-France,Nord,Ancien chateau des comtes de Lallaing,14e siecle;15e siecle,50.3907646556, 3.16926482989"
Lille,Hauts-de-France,Nord,Palais Rihour,Moyen Age,50.6355318555, 3.0619489763
Villeneuve-d'Ascq,Hauts-de-France,Nord,Pigeonnier,2e moitie 18e siecle,50.6565174351, 3.13262076501
Dunkerque,Hauts-de-France,Nord,Villa Quo Vadis,limite 19e siecle 20e siecle,51.0507450097, 2.39877193086
Roubaix,Hauts-de-France,Nord,Ecole Nationale Superieure des Arts et Industries Textiles (ENSAIT),4e quart 19e siecle,50.694528955, 3.16812308163
"Dunkerque,Hauts-de-France,Nord,Feu Saint-Pol; situe jetee de Saint-Pol,2e quart 20e siecle,51.0605350508, 2.34937418416"
Tourcoing,Hauts-de-France,Nord,Bourloire La Nouvelle Bourloire,2e quart 20e siecle,50.7179154302, 3.14542377952
Denain,Hauts-de-France,Nord,Ancienne fosse Mathilde de la compagnie des mines d'Anzin,2e quart 19e siecle,50.3334773059, 3.38357440014
Bailleul,Hauts-de-France,Nord,Ancien palais de justice,2e moitie 18e siecle,50.7389002828, 2.72890647496
Lille,Hauts-de-France,Nord,Poissonnerie A l'Huitriere,20e siecle,50.639644, 3.064112
"Wormhout,Hauts-de-France,Nord,Eglise Saint-Martin,16e siecle;17e siecle,50.88103717, 2.46840058618"
"Waziers,Hauts-de-France,Nord,Ancien centre medical et de patronage de la cite Notre-Dame de la compagnie des mines d'Aniche; aujourd'hui centre social et culturel Henri Martel,2e quart 20e siecle,50.3752597236, 3.09956710316"
Lille,Hauts-de-France,Nord,Observatoire de l'Institut de mathematiques appliquees et d'astronomie,2e quart 20e siecle,50.614273, 3.072072
Socx,Hauts-de-France,Nord,Ferme,18e siecle,50.9374624481, 2.43084744884
Inchy,Hauts-de-France,Nord,Temple protestant,3e quart 19e siecle,50.1215696783, 3.46217380974
Lille,Hauts-de-France,Nord,Synagogue,4e quart 19e siecle,50.6285559781, 3.06559245829
"Tourcoing,Hauts-de-France,Nord,Ancien tissage Louis Lepoutre,2e moitie 19e siecle;1er quart 20e siecle,50.735219, 3.17754"
Armbouts-Cappel,Hauts-de-France,Nord,Eglise paroissiale Saint-Martin,3e quart 20e siecle,50.9779310376, 2.35192265808
"Dourlers,Hauts-de-France,Nord,Chateau; actuellement musee du Scoutisme,1er quart 18e siecle;19e siecle,50.173626214, 3.93449869065"
Lille,Hauts-de-France,Nord,Maison Coilliot et son decor interieur,4e quart 19e siecle,50.6269948461, 3.06010832591
Cambrai,Hauts-de-France,Nord,Tour Saint-Fiacre,1ere moitie 15e siecle,50.1720248404, 3.22809854143
Toufflers,Hauts-de-France,Nord,Bourloire du Cercle Saint-Paul,2e quart 20e siecle,50.6596429249, 3.2331904016
Gravelines,Hauts-de-France,Nord,Phare de Petit-Fort-Philippe,1ere moitie 19e siecle,51.0038464795, 2.10916259836
Hautmont,Hauts-de-France,Nord,Chapelle Saint-Eloi,3e quart 20e siecle,50.2414805676, 3.90521461505
"Waziers,Hauts-de-France,Nord,Ancien groupe scolaire de la cite notre-Dame de la compagnie des mines d'Aniche; aujourd'hui ecole maternelle Frederic Chopin; ecoles primaires Nicolas Copernic et Marie Curie Sklodowska,1ere moitie 20e siecle,50.377204, 3.100206"
Jeumont,Hauts-de-France,Nord,Vestiges du chateau,Milieu du Moyen Age,50.2947758837, 4.10473707644
Fechain,Hauts-de-France,Nord,Polissoir,Protohistoire,50.2657743228, 3.21193424559
Erquinghem-Lys,Hauts-de-France,Nord,Motte feodale,Moyen Age,50.6805196482, 2.84712150429
Wambrechies,Hauts-de-France,Nord,Ancienne malterie de la distillerie Claeyssens,19e siecle,50.687739169, 3.05285805336
"Conde-sur-l'Escaut,Hauts-de-France,Nord,Monument commemoratif de la tragedienne Hippolyte Clairon; dit Monument de la Clairon,1er quart 20e siecle,50.4476487819, 3.59124086197"
Dunkerque,Hauts-de-France,Nord,Maison dite Ma Coquille,2e quart 20e siecle,51.0380287301, 2.39179766266
Lille,Hauts-de-France,Nord,Eglise Notre-Dame de Fives,19e siecle,50.634116, 3.088046
Tourcoing,Hauts-de-France,Nord,Maison d'habitation Vendeveegaete,2e quart 20e siecle,50.7266624764, 3.16457018713
Lille,Hauts-de-France,Nord,Maisons,1ere moitie 17e siecle,50.632654, 3.06353
"Peronne-en-Melantois,Hauts-de-France,Nord,Eglise Saint-Nicolas,16e siecle;17e siecle,50.5676112693, 3.167973952"
Sars-Poteries,Hauts-de-France,Nord,Menhir dit La Pierre de Dessus-Bise,Protohistoire,50.1712887648, 4.02827184632
Wattrelos,Hauts-de-France,Nord,Cafe-bourloire Le Carin,19e siecle,50.6996774748, 3.21931974122
Vieux-Berquin,Hauts-de-France,Nord,Motte feodale,Moyen Age,50.6908622301, 2.63535349454
Crespin,Hauts-de-France,Nord,Ancienne abbaye benedictine,18e siecle,50.4228264919, 3.66348535552
Les Moeres,Hauts-de-France,Nord,Restes du moulin du Rhin,18e siecle (?),51.0172605991, 2.51739301926
Toufflers,Hauts-de-France,Nord,Motte feodale,Moyen Age,50.6550481423, 3.23791921275
"Avesnes-sur-Helpe,Hauts-de-France,Nord,Fortifications,Moyen Age;16e siecle;17e siecle,50.1232205043, 3.93144549084"
Flaumont-Waudrechies,Hauts-de-France,Nord,Oppidum antique,Protohistoire,50.13168, 3.972282
Wallers,Hauts-de-France,Nord,Ancienne ecole menagere du quartier d'Arenberg,1er quart 20e siecle,50.3799948783, 3.42745584361
"Bruille-lez-Marchiennes;Somain,Hauts-de-France,Nord,Chateau de Villers-Campeau,18e siecle,50.6368055308305, 3.05337376748464"
Steenvoorde,Hauts-de-France,Nord,Motte feodale,Moyen Age,50.8074357018, 2.59737879495
Roubaix,Hauts-de-France,Nord,Eglise Notre-Dame,3e quart 19e siecle,50.6949610182, 3.17024240397
"Maubeuge,Hauts-de-France,Nord,Ancienne chapelle du college des Jesuites; actuellement salle Sthrau,1ere moitie 17e siecle;1ere moitie 20e siecle,50.2781298794, 3.97188971226"
Lille,Hauts-de-France,Nord,Prefecture,2e moitie 19e siecle,50.6321922694, 3.0602947119
Hem,Hauts-de-France,Nord,Chapelle Sainte-Therese-de-l'Enfant-Jesus et de la Sainte-Face,3e quart 20e siecle,50.6553145989, 3.17324327783
Saint-Saulve,Hauts-de-France,Nord,Carmel de Valenciennes,3e quart 20e siecle,50.3683088299, 3.54250082322
Douai,Hauts-de-France,Nord,Porte de Valenciennes ou Porte Vacqueresse,15e siecle,50.3668567935, 3.08768264887
"Eppe-Sauvage,Hauts-de-France,Nord,Eglise Saint-Ursmar,16e siecle;17e siecle,50.1198459904, 4.17822435612"
Maroilles,Hauts-de-France,Nord,Ecluse d'Hachette,19e siecle,50.1559236806, 3.7617209002
Roubaix,Hauts-de-France,Nord,Maison de Pierre Neveux,2e quart 20e siecle,50.677474811, 3.17019291171
"Cambrai,Hauts-de-France,Nord,Ancien hopital Saint-Julien; theatre puis ecole de musique,18e siecle;1ere moitie 20e siecle,50.1751406562, 3.22886668262"
"Houtkerque,Hauts-de-France,Nord,Moulin à&nbsp; vent d'Hofland; dit aussi moulin d'Accou,2e moitie 18e siecle,50.8929866826, 2.57854472458"
"Douai,Hauts-de-France,Nord,Cirque; appele ancien hippodrome,1er quart 20e siecle,50.3641205794, 3.08336500096"
Tourcoing,Hauts-de-France,Nord,Banque Joire,1er quart 20e siecle,50.722199, 3.155586
Leers,Hauts-de-France,Nord,Bourloire du Cercle Saint-Louis,4e quart 19e siecle,50.6811563435, 3.24840309969
Douai,Hauts-de-France,Nord,Porte d'Arras,14e siecle,50.3659645009, 3.07058991396
"Lille,Hauts-de-France,Nord,Maison natale du General de Gaulle; actuellement musee,18e siecle;19e siecle,50.645985, 3.058762"
Lille,Hauts-de-France,Nord,Cathedrale Notre-Dame de la Treille,3e quart 19e siecle,50.640311, 3.063585
Frelinghien,Hauts-de-France,Nord,Observatoire militaire 1914-1918,1er quart 20e siecle,50.6926564818, 2.96878188107
Gravelines,Hauts-de-France,Nord,Gare,3e quart 19e siecle,50.9788483611, 2.12329777668
"Sailly-lez-Lannoy,Hauts-de-France,Nord,Ferme de Meurchin,10e siecle;12e siecle;18e siecle,50.6515169928, 3.23020450065"
Valenciennes,Hauts-de-France,Nord,Ancien Mont-de-Piete,1er quart 17e siecle,50.357426, 3.528443
Roubaix,Hauts-de-France,Nord,Batiment du Conditionnement,1er quart 20e siecle,50.6906038184, 3.18942560275
"Lille,Hauts-de-France,Nord,Hopital militaire Scrive; ancien college des Jesuites,1er quart 17e siecle,50.63473115, 3.06048838388"
Lille,Hauts-de-France,Nord,Maisons,1er quart 18e siecle,50.64099615, 3.06749881651
Ors,Hauts-de-France,Nord,Motte castrale,Moyen Age,50.0901304725, 3.63140286551
"Volckerinckhove,Hauts-de-France,Nord,Eglise Saint-Folquin,11e siecle;milieu 16e siecle;3e quart 17e siecle,50.8388780622, 2.30591452328"
Dunkerque,Hauts-de-France,Nord,Villa Myosotis,19e siecle,51.0363388894, 2.39401114458
"Roost-Warendin,Hauts-de-France,Nord,Chateau de Bernicourt et sa ferme,18e siecle;19e siecle,50.4228629814, 3.10348596746"
Pont-sur-Sambre,Hauts-de-France,Nord,Maison natale du peintre Felix del Marle,milieu 20e siecle,50.2206285587, 3.84761823068
Cambrai,Hauts-de-France,Nord,Ancien College des Jesuites ou grand seminaire,17e siecle,50.1728803359, 3.23130179661
"Maubeuge,Hauts-de-France,Nord,Beguinage des Cantuaines,16e siecle;18e siecle;19e siecle,50.2768865377, 3.97780516524"
Comines,Hauts-de-France,Nord,Eglise Saint-Chrysole,1ere moitie 20e siecle,50.7656478338, 3.00733284716
Lambersart,Hauts-de-France,Nord,Maison d'habitation Villa Saint-Charles,4e quart 19e siecle,50.6423119694, 3.02991855013
Bavay,Hauts-de-France,Nord,Vestiges antiques,Haut-Empire,50.298715122, 3.79348844263
